,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2015-11-4
1,1,Beans Kolee / Avarai Kolee, 1, 22,2015-11-4
2,2,Avarai ottu, 1, –,2015-11-4
3,3,Beans, 1, 20,2015-11-4
4,4,Beetroot, 1, 6,2015-11-4
5,5,Bellary / Big Onion, 1, 35,2015-11-4
6,6,Cauliflower, 1 Flower, 13,2015-11-4
7,7,Small Onion / Chinna Vengayam, 1, 40,2015-11-4
8,8,Chaw Chaw, 1, 10,2015-11-4
9,9,Disco Brinjal / Kaththari kai Disco, 1, 11,2015-11-4
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 11,2015-11-4
11,11,Cluster Beans / Kothavarai, 1, 18,2015-11-4
12,12,Samba Chilli / Milagai Samba, 1, 20,2015-11-4
13,13,Round Chilli / Milagai Urundai, 1, 25,2015-11-4
14,14,Radish / Mullangi, 1, 5,2015-11-4
15,15,Drumstick / Murungai Chedi, 1, 30,2015-11-4
16,16,Drumstick / Murungai Maram, 1, 30,2015-11-4
17,17,Nelli Kai, 1, 30,2015-11-4
18,18,Bitter Gourd / Pakar kai, 1, 20,2015-11-4
19,19,Perkangkai, 1, 20,2015-11-4
20,20,Snake Guard / Pudalai, 1, 6,2015-11-4
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2015-11-4
22,22,Sambar Vellari, 1, 5,2015-11-4
23,23,Bottle gourd / Suraikai, 1, 4,2015-11-4
24,24,Tomato / Thakkali, 1, 14,2015-11-4
25,25,Thatta payaru, 1, 20,2015-11-4
26,26,Lady’s Finger / Venda Kai, 1, 21,2015-11-4
27,27,Lemon / Elumbichai, 1, 57,2015-11-4
