,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 44,2015- 7-5
1,Avarai Kolee, 1, 30,2015- 7-5
2,Avarai ottu, 1, –,2015- 7-5
3,Beans, 1, 35,2015- 7-5
4,Beetroot, 1, 7,2015- 7-5
5,Bellary, 1, 25,2015- 7-5
6,C Flower, 1 Flower, 10,2015- 7-5
7,C Vengayam, 1, 52,2015- 7-5
8,Chaw Chaw, 1, 20,2015- 7-5
9,Kaththari Disco, 1, 8,2015- 7-5
10,Kaththari Green, 1, 7,2015- 7-5
11,Kothavarai, 1, 10,2015- 7-5
12,Milagai Samba, 1, 14,2015- 7-5
13,Milagai urundai, 1, 13,2015- 7-5
14,Mullaingi, 1, 4,2015- 7-5
15,Murungai chedi, 1, 23,2015- 7-5
16,Murungai Maram, 1, 18,2015- 7-5
17,Nelli, 1, 18,2015- 7-5
18,Pavarkai, 1, 14,2015- 7-5
19,Perkangkai, 1, 7,2015- 7-5
20,Pudalai, 1, 10,2015- 7-5
21,Red Pusanikkai, 1, 7,2015- 7-5
22,Sambar Vellari, 1, 4,2015- 7-5
23,Suraikai, 1, 8,2015- 7-5
24,Thakkali, 1, 18,2015- 7-5
25,Thatta payaru, 1, 12,2015- 7-5
26,Vendai, 1, 20,2015- 7-5
