,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 35,2015-12-22
1,1,Beans Kolee / Avarai Kolee, 1, 30,2015-12-22
2,2,Avarai ottu, 1, –,2015-12-22
3,3,Beans, 1, 50,2015-12-22
4,4,Beetroot, 1, 7,2015-12-22
5,5,Bellary / Big Onion, 1, 40,2015-12-22
6,6,Cauliflower, 1 Flower, 15,2015-12-22
7,7,Small Onion / Chinna Vengayam, 1, 63,2015-12-22
8,8,Chaw Chaw, 1, 18,2015-12-22
9,9,Disco Brinjal / Kaththari kai Disco, 1, 30,2015-12-22
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 35,2015-12-22
11,11,Cluster Beans / Kothavarai, 1, 18,2015-12-22
12,12,Samba Chilli / Milagai Samba, 1, 30,2015-12-22
13,13,Round Chilli / Milagai Urundai, 1, 35,2015-12-22
14,14,Radish / Mullangi, 1, 8,2015-12-22
15,15,Drumstick / Murungai Chedi, 1, 50,2015-12-22
16,16,Drumstick / Murungai Maram, 1, 50,2015-12-22
17,17,Nelli Kai, 1, 28,2015-12-22
18,18,Bitter Gourd / Pakar kai, 1, –,2015-12-22
19,19,Perkangkai, 1, 20,2015-12-22
20,20,Snake Guard / Pudalai, 1, 15,2015-12-22
21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2015-12-22
22,22,Sambar Vellari, 1, 10,2015-12-22
23,23,Bottle gourd / Suraikai, 1, 7,2015-12-22
24,24,Tomato / Thakkali, 1, 25,2015-12-22
25,25,Thatta payaru, 1, 30,2015-12-22
26,26,Lady’s Finger / Venda Kai, 1, 18,2015-12-22
27,27,Lemon / Elumbichai, 1, 85,2015-12-22
