,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Avarai Belt, 1, 44,2015- 8-3
1,1,Avarai Kolee, 1, 30,2015- 8-3
2,2,Avarai ottu, 1, –,2015- 8-3
3,3,Beans, 1, 29,2015- 8-3
4,4,Beetroot, 1, 8,2015- 8-3
5,5,Bellary, 1, 26,2015- 8-3
6,6,C Flower, 1 Flower, 10,2015- 8-3
7,7,C Vengayam, 1, 40,2015- 8-3
8,8,Chaw Chaw, 1, 20,2015- 8-3
9,9,Kaththari Disco, 1, 8,2015- 8-3
10,10,Kaththari Green, 1, 7,2015- 8-3
11,11,Kothavarai, 1, 10,2015- 8-3
12,12,Milagai Samba, 1, 22,2015- 8-3
13,13,Milagai urundai, 1, 25,2015- 8-3
14,14,Mullaingi, 1, 5,2015- 8-3
15,15,Murungai chedi, 1, 18,2015- 8-3
16,16,Murungai Maram, 1, 15,2015- 8-3
17,17,Nelli, 1, 22,2015- 8-3
18,18,Pavarkai, 1, 12,2015- 8-3
19,19,Perkangkai, 1, 10,2015- 8-3
20,20,Pudalai, 1, 6,2015- 8-3
21,21,Red Pusanikkai, 1, 6,2015- 8-3
22,22,Sambar Vellari, 1, 4,2015- 8-3
23,23,Suraikai, 1, 6,2015- 8-3
24,24,Thakkali, 1, 18,2015- 8-3
25,25,Thatta payaru, 1, 12,2015- 8-3
26,26,Vendai, 1, 20,2015- 8-3
27,27,Lemon, 1, 28,2015- 8-3
