,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 20,2015- 9-8
1,Avarai Kolee, 1, 20,2015- 9-8
2,Avarai ottu, 1, –,2015- 9-8
3,Beans, 1, 15,2015- 9-8
4,Beetroot, 1, 5,2015- 9-8
5,Bellary, 1, 50,2015- 9-8
6,C Flower, 1 Flower, 8,2015- 9-8
7,C Vengayam, 1, 20,2015- 9-8
8,Chaw Chaw, 1, 15,2015- 9-8
9,Kaththari Disco, 1, 35,2015- 9-8
10,Kaththari Green, 1, 30,2015- 9-8
11,Kothavarai, 1, 8,2015- 9-8
12,Milagai Samba, 1, 15,2015- 9-8
13,Milagai urundai, 1, 20,2015- 9-8
14,Mullaingi, 1, 5,2015- 9-8
15,Murungai chedi, 1, 8,2015- 9-8
16,Murungai Maram, 1, 5,2015- 9-8
17,Nelli, 1, 25,2015- 9-8
18,Pavarkai, 1, 6,2015- 9-8
19,Perkangkai, 1, 6,2015- 9-8
20,Pudalai, 1, 8,2015- 9-8
21,Red Pusanikkai, 1, 5,2015- 9-8
22,Sambar Vellari, 1, 5,2015- 9-8
23,Suraikai, 1, 5,2015- 9-8
24,Thakkali, 1, 5,2015- 9-8
25,Thatta payaru, 1, 12,2015- 9-8
26,Vendai, 1, 4,2015- 9-8
27,Lemon, 1, 30,2015- 9-8
