,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Avarai Belt, 1, 27,2015- 4-5
1,1,Avarai Kolee, 1, 25,2015- 4-5
2,2,Avarai ottu, 1, –,2015- 4-5
3,3,Beans, 1, 17,2015- 4-5
4,4,Beetroot, 1, 4,2015- 4-5
5,5,Bellary, 1, 20,2015- 4-5
6,6,C Flower, 1 Flower, 8,2015- 4-5
7,7,C Vengayam, 1, 15,2015- 4-5
8,8,Chaw Chaw, 1, 18,2015- 4-5
9,9,Kaththari Disco, 1, 4,2015- 4-5
10,10,Kaththari Green, 1, 5,2015- 4-5
11,11,Kothavarai, 1, 15,2015- 4-5
12,12,Milagai Samba, 1, 12,2015- 4-5
13,13,Milagai urundai, 1, 10,2015- 4-5
14,14,Mullaingi, 1, 6,2015- 4-5
15,15,Murungai chedi, 1, 9,2015- 4-5
16,16,Murungai Maram, 1, 8,2015- 4-5
17,17,Nelli, 1, 16,2015- 4-5
18,18,Pavarkai, 1, 10,2015- 4-5
19,19,Perkangkai, 1, 8,2015- 4-5
20,20,Pudalai, 1, 4,2015- 4-5
21,21,Red Pusanikkai, 1, 4,2015- 4-5
22,22,Sambar Vellari, 1, 5,2015- 4-5
23,23,Suraikai, 1, 4,2015- 4-5
24,24,Thakkali, 1, 5,2015- 4-5
25,25,Thatta payaru, 1, 12,2015- 4-5
26,26,Vendai, 1, 6,2015- 4-5
