,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 50,2015-12-4
1,Beans Kolee / Avarai Kolee, 1, 35,2015-12-4
2,Avarai ottu, 1, –,2015-12-4
3,Beans, 1, 70,2015-12-4
4,Beetroot, 1, 7,2015-12-4
5,Bellary / Big Onion, 1, 40,2015-12-4
6,Cauliflower, 1 Flower, 18,2015-12-4
7,Small Onion / Chinna Vengayam, 1, 40,2015-12-4
8,Chaw Chaw, 1, 15,2015-12-4
9,Disco Brinjal / Kaththari kai Disco, 1, 30,2015-12-4
10,Green Brinjal / Kaththari Kai Pachai, 1, 35,2015-12-4
11,Cluster Beans / Kothavarai, 1, 20,2015-12-4
12,Samba Chilli / Milagai Samba, 1, 20,2015-12-4
13,Round Chilli / Milagai Urundai, 1, 35,2015-12-4
14,Radish / Mullangi, 1, 8,2015-12-4
15,Drumstick / Murungai Chedi, 1, 50,2015-12-4
16,Drumstick / Murungai Maram, 1, 50,2015-12-4
17,Nelli Kai, 1, 30,2015-12-4
18,Bitter Gourd / Pakar kai, 1, –,2015-12-4
19,Perkangkai, 1, 25,2015-12-4
20,Snake Guard / Pudalai, 1, 22,2015-12-4
21,Red Pumpkin / Red Pusanikkai, 1, 6,2015-12-4
22,Sambar Vellari, 1, 10,2015-12-4
23,Bottle gourd / Suraikai, 1, 8,2015-12-4
24,Tomato / Thakkali, 1, 32,2015-12-4
25,Thatta payaru, 1, 30,2015-12-4
26,Lady’s Finger / Venda Kai, 1, 23,2015-12-4
27,Lemon / Elumbichai, 1, 90,2015-12-4
