,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Avarai Belt, 1, 40,2015-2-17
1,1,Avarai Kolee, 1, 20,2015-2-17
2,2,Avarai ottu, 1, –,2015-2-17
3,3,Beans, 1, 12,2015-2-17
4,4,Beetroot, 1, 5,2015-2-17
5,5,Bellary, 1, 20,2015-2-17
6,6,C Flower, 1 Flower, 6,2015-2-17
7,7,C Vengayam, 1, 22,2015-2-17
8,8,Chaw Chaw, 1, 20,2015-2-17
9,9,Kaththari Disco, 1, 5,2015-2-17
10,10,Kaththari Green, 1, 6,2015-2-17
11,11,Kothavarai, 1, 20,2015-2-17
12,12,Milagai Samba, 1, 14,2015-2-17
13,13,Milagai urundai, 1, 13,2015-2-17
14,14,Mullaingi, 1, 8,2015-2-17
15,15,Murungai chedi, 1, 80,2015-2-17
16,16,Murungai Maram, 1, 75,2015-2-17
17,17,Nelli, 1, 12,2015-2-17
18,18,Pavarkai, 1, 15,2015-2-17
19,19,Perkangkai, 1, 12,2015-2-17
20,20,Pudalai, 1, 2,2015-2-17
21,21,Red Pusanikkai, 1, 4,2015-2-17
22,22,Sambar Vellari, 1, 5,2015-2-17
23,23,Suraikai, 1, 2,2015-2-17
24,24,Thakkali, 1, 5,2015-2-17
25,25,Thatta payaru, 1, 15,2015-2-17
26,26,Vendai, 1, 8,2015-2-17
