,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Avarai Belt, 1, 26,2015-8-16
1,1,Avarai Kolee, 1, 24,2015-8-16
2,2,Avarai ottu, 1, –,2015-8-16
3,3,Beans, 1, 25,2015-8-16
4,4,Beetroot, 1, 9,2015-8-16
5,5,Bellary, 1, 30,2015-8-16
6,6,C Flower, 1 Flower, 8,2015-8-16
7,7,C Vengayam, 1, 20,2015-8-16
8,8,Chaw Chaw, 1, 20,2015-8-16
9,9,Kaththari Disco, 1, 5,2015-8-16
10,10,Kaththari Green, 1, 5,2015-8-16
11,11,Kothavarai, 1, 10,2015-8-16
12,12,Milagai Samba, 1, 22,2015-8-16
13,13,Milagai urundai, 1, 25,2015-8-16
14,14,Mullaingi, 1, 5,2015-8-16
15,15,Murungai chedi, 1, 8,2015-8-16
16,16,Murungai Maram, 1, 7,2015-8-16
17,17,Nelli, 1, 22,2015-8-16
18,18,Pavarkai, 1, 10,2015-8-16
19,19,Perkangkai, 1, 10,2015-8-16
20,20,Pudalai, 1, 5,2015-8-16
21,21,Red Pusanikkai, 1, 5,2015-8-16
22,22,Sambar Vellari, 1, 5,2015-8-16
23,23,Suraikai, 1, 5,2015-8-16
24,24,Thakkali, 1, 5,2015-8-16
25,25,Thatta payaru, 1, 12,2015-8-16
26,26,Vendai, 1, 8,2015-8-16
27,27,Lemon, 1, 25,2015-8-16
