,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Lemon/எலுமிச்சை,1, 60 to 80,2018-05-18
1,Tomato/தக்காளி 1st Quality,1, 13 to 15,2018-05-18
2,Tomato/தக்காளி 2nd Quality,1, –,2018-05-18
3,Small Onion/சிறிய வெங்காயம்,1, 20 to 25,2018-05-18
4,Bellary/பெல்லாரி,1, 10 to 13,2018-05-18
5,Beans/பீன்ஸ் 1st Quality,1, 60 to 70,2018-05-18
6,Beans/பீன்ஸ் 2nd Quality,1, 55 to 65,2018-05-18
7,Carrot/கேரட் 1st Quality,1, 15 to 25,2018-05-18
8,Carrot/கேரட் 2nd Quality,1, 10 to 20,2018-05-18
9,Lady Finger/வெண்டைக்காய்,1, 8,2018-05-18
10,Tree Drumstick/மரம் முருங்கை,1, 14,2018-05-18
11,Plant Drumstick/முருங்கை,1, 18,2018-05-18
12,Beans/அவரை ஒட்டு,1, 40 to 50,2018-05-18
13,Green Pulses/பச்சை பயிறு,1, 22,2018-05-18
14,White Pulses/வெள்ளை பயிறு,1, 10,2018-05-18
15,Zucchini/சுரைக்காய்,1, 7,2018-05-18
16,Beetroot/பீட்ரூட்,1, 10,2018-05-18
17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 7,2018-05-18
18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 5 to 7,2018-05-18
19,Kalla Manga/கள்ள மாங்காய்,1, 13,2018-05-18
20,OOrutu Manga/உருட்டு மாங்காய்,1, 7 to 8,2018-05-18
21,Potato/உருளைக்கிழங்கு 1st Quality,1, 28 to 30,2018-05-18
22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 23 to 25,2018-05-18
23,Coconut/தேங்காய் 1st Quality,1, 35,2018-05-18
24,Coconut/தேங்காய் 2nd Quality,1, 30,2018-05-18
25,Green Chilli/பச்சை மிளகாய்,1, 33,2018-05-18
26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 15 to 20,2018-05-18
27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10 to 15,2018-05-18
28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 15 to 20,2018-05-18
29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 10,2018-05-18
30,Banana Thar/வாழை தார்,1, 20 to 24,2018-05-18
31,Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2018-05-18
32,Gourd/புடலங்காய் 1st Quality,1, 12,2018-05-18
33,Gourd/புடலங்காய் 2nd Quality,1, 10,2018-05-18
34,Coriander/கொத்தமல்லி 1st Quality,1, 70 to 80,2018-05-18
35,Coriander/கொத்தமல்லி 2nd Quality,1, 65 to 75,2018-05-18
36,Radish/முள்ளங்கி 1st Quality,1, 10 to 15,2018-05-18
37,Radish/முள்ளங்கி 2nd Quality,1, –,2018-05-18
38,Ginger/இஞ்சி,1, 60 to 70,2018-05-18
39,Butter Beans/பட்டர் பீன்ஸ்,1, 100 to 130,2018-05-18
40,Cabbage/முட்டை கோஸ்,1, 7 to 10,2018-05-18
41,Green Peas/பச்சை பட்டாணி,1, 100 to 120,2018-05-18
42,Bitter Gourd/பாகற்காய்,1, 20 to 30,2018-05-18
43,Nookal/நூக்கல்,1, 15 to 20,2018-05-18
44,Chaw Chaw/சவ்சவ்,1, 10 to 12,2018-05-18
45,Kovakkai/கோவக்காய்,1, 14 to 15,2018-05-18
46,Cluster Beans/கொத்தவரங்காய்,1, 6 to 7,2018-05-18
47,Gooseberry/நெல்லிக்காய்,1, 40,2018-05-18
48,Narthangai/நார்த்தங்காய்,1, 100,2018-05-18
49,Cucumber/வெள்ளரிக்காய்,1, 14,2018-05-18
50,Garlic/வெள்ளை பூண்டு,1, 50 to 80,2018-05-18
51,Gourd/பீர்க்கங்காய்,1, 30,2018-05-18
52,Small Tuber/சிறு கிழங்கு,1, 15 to 20,2018-05-18
53,Colocasia/சேப்பங்கிழங்கு,1, 15 to 20,2018-05-18
54,Soya beans/சோயா பீன்ஸ்,1, 100,2018-05-18
55,Butter Soya/பட்டர் சோயா,1, 100,2018-05-18
56,Senai Kilangu/சேனை கிழங்கு,1, 15 to 20,2018-05-18
57,Karunai Kilangu/கருணைக்கிழங்கு,1, 15 to 20,2018-05-18
58,Drumstick beans/முருங்கை பீன்ஸ்,1, 30,2018-05-18
59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2018-05-18
