,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 40,2015-7-20
1,Tomotto ottu, 1, 22,2015-7-20
2,Ladys Finger, 1, 12,2015-7-20
3,Snake Guard, 1, 16,2015-7-20
4,Bitter Gourd, 1, 26,2015-7-20
5,Bottle gourd, 1, 10,2015-7-20
6,Pumpkin, 1, 16,2015-7-20
7,Bean, 1, 30,2015-7-20
8,Cluster Beans, 1, 6,2015-7-20
9,Red Chilies, 1, 40,2015-7-20
10,Onion, 1, 44,2015-7-20
11,Pallari, 1, 32,2015-7-20
12,Ginger, 1, –,2015-7-20
13,Potato, 1, 20,2015-7-20
14,Radish, 1, 16,2015-7-20
15,Mango, 1, –,2015-7-20
16,Cabbage, 1, 20,2015-7-20
17,Carrot, 1, 36,2015-7-20
18,Beetroot, 1, 40,2015-7-20
19,Soybeans, 1, 80,2015-7-20
20,Drumstick beans, 1, 50,2015-7-20
21,butter beans, 1, –,2015-7-20
22,Banana nut, 1 piece, 4,2015-7-20
23,Banana stem, 1, 12,2015-7-20
24,Banana Flower, 1, 10,2015-7-20
25,Curry leaves, 1, 20,2015-7-20
26,Coriander leaves, 1, 30,2015-7-20
27,Mint, 1, 30,2015-7-20
28,Greens Leaves, 1, 12,2015-7-20
29,Garlic, 1, 100,2015-7-20
30,Button Mushrooms, 1, 200,2015-7-20
31,Papaya, 1, 20,2015-7-20
32,SavSav, 1, 16,2015-7-20
33,Sapotta, 1, 16,2015-7-20
