,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 80,2015-12-10
1,Tomotto ottu / Thakkali Ottu, 1, 26,2015-12-10
2,Lady’s Finger / Venda Kai, 1, 30,2015-12-10
3,Snake Guard / Pudalai, 1, 32,2015-12-10
4,Bitter Gourd / Pakar kai, 1, 42,2015-12-10
5,Bottle gourd / Sura kai, 1, 10,2015-12-10
6,Pumpkin / Pusani kai, 1, 15,2015-12-10
7,Beans / Avarai Kai, 1, 65,2015-12-10
8,Cluster Beans / Kothavarai, 1, 30,2015-12-10
9,Red Chilies / Kundu Milagai, 1, 60,2015-12-10
10,Small Onion / Chinna Vengayam, 1, 58,2015-12-10
11,Big Onion / Pallari, 1, 34,2015-12-10
12,Ginger /  Inji, 1, –,2015-12-10
13,Potato / Urulai Kelangu, 1, 32,2015-12-10
14,Radish / Mulangi, 1, 30,2015-12-10
15,Mango / Maa, 1, –,2015-12-10
16,Cabbage / Mutta Kose, 1, 26,2015-12-10
17,Carrot, 1, 44,2015-12-10
18,Beetroot, 1, 24,2015-12-10
19,Soya Beans, 1, 80,2015-12-10
20,Drumstick Beans / Murungai Beans, 1, 60,2015-12-10
21,Butter beans, 1, –,2015-12-10
22,Banana nut / Vala kai, 1 piece, 5,2015-12-10
23,Banana stem / Vala Thandu, 1, 12,2015-12-10
24,Banana Flower / Vala Poo, 1, 10,2015-12-10
25,Curry leaves / Karu Vepilai, 1, 20,2015-12-10
26,Coriander leaves / Malli Ilai, 1, 20,2015-12-10
27,Mint / Puthina, 1, 30,2015-12-10
28,Greens Leaves / Keerai Kattu, 1, 10,2015-12-10
29,Garlic / Poondu, 1, –,2015-12-10
30,Button Mushrooms / Button Kaalan, 1, 200,2015-12-10
31,Papaya / Papali, 1, 20,2015-12-10
32,Sav Sav, 1, 26,2015-12-10
33,Sapotta, 1, 20,2015-12-10
