,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 44,2015- 1-3
1,Tomotto ottu, 1, 14,2015- 1-3
2,Ladys Finger, 1, 24,2015- 1-3
3,Snake Guard, 1, 18,2015- 1-3
4,Bitter Gourd, 1, 28,2015- 1-3
5,Bottle gourd, 1, 8,2015- 1-3
6,Pumpkin, 1, 16,2015- 1-3
7,Bean, 1, 32,2015- 1-3
8,Cluster Beans, 1, 18,2015- 1-3
9,Red Chilies, 1, 35,2015- 1-3
10,Onion, 1, 26,2015- 1-3
11,Pallari, 1, 28,2015- 1-3
12,Ginger, 1, –,2015- 1-3
13,Potato, 1, 30,2015- 1-3
14,Radish, 1, 14,2015- 1-3
15,Mango, 1, –,2015- 1-3
16,Cabbage, 1, 28,2015- 1-3
17,Carrot, 1, 28,2015- 1-3
18,Beetroot, 1, 34,2015- 1-3
19,Soybeans, 1, 90,2015- 1-3
20,Drumstick beans, 1, 44,2015- 1-3
21,butter beans, 1, –,2015- 1-3
22,Banana nut, 1 piece, 4,2015- 1-3
23,Banana stem, 1, 12,2015- 1-3
24,Banana Flower, 1, 14,2015- 1-3
25,Curry leaves, 1, 15,2015- 1-3
26,Coriander leaves, 1, 25,2015- 1-3
27,Mint, 1, 20,2015- 1-3
28,Greens Leaves, 1, 10,2015- 1-3
29,Garlic, 1, 130-150,2015- 1-3
30,Button Mushrooms, 1, 194,2015- 1-3
31,Papaya, 1, 20,2015- 1-3
32,SavSav, 1, 18,2015- 1-3
33,Sapotta, 1, 20,2015- 1-3
