,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 26,2015- 7-3
1,Tomotto ottu, 1, 25,2015- 7-3
2,Ladys Finger, 1, 14,2015- 7-3
3,Snake Guard, 1, 18,2015- 7-3
4,Bitter Gourd, 1, 26,2015- 7-3
5,Bottle gourd, 1, 10,2015- 7-3
6,Pumpkin, 1, 18,2015- 7-3
7,Bean, 1, 44,2015- 7-3
8,Cluster Beans, 1, 14,2015- 7-3
9,Red Chilies, 1, 44,2015- 7-3
10,Onion, 1, 50,2015- 7-3
11,Pallari, 1, 30,2015- 7-3
12,Ginger, 1, –,2015- 7-3
13,Potato, 1, 20,2015- 7-3
14,Radish, 1, 20,2015- 7-3
15,Mango, 1, –,2015- 7-3
16,Cabbage, 1, 16,2015- 7-3
17,Carrot, 1, 36,2015- 7-3
18,Beetroot, 1, 44,2015- 7-3
19,Soybeans, 1, 90,2015- 7-3
20,Drumstick beans, 1, 50,2015- 7-3
21,butter beans, 1, –,2015- 7-3
22,Banana nut, 1 piece, 4,2015- 7-3
23,Banana stem, 1, 12,2015- 7-3
24,Banana Flower, 1, 10,2015- 7-3
25,Curry leaves, 1, 20,2015- 7-3
26,Coriander leaves, 1, 30,2015- 7-3
27,Mint, 1, 25,2015- 7-3
28,Greens Leaves, 1, 12,2015- 7-3
29,Garlic, 1, 120,2015- 7-3
30,Button Mushrooms, 1, 200,2015- 7-3
31,Papaya, 1, 18,2015- 7-3
32,SavSav, 1, 16,2015- 7-3
33,Sapotta, 1, 16,2015- 7-3
