,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 24,2015-5-11
1,Tomotto ottu, 1, 24,2015-5-11
2,Ladys Finger, 1, 26,2015-5-11
3,Snake Guard, 1, 18,2015-5-11
4,Bitter Gourd, 1, 30,2015-5-11
5,Bottle gourd, 1, 8,2015-5-11
6,Pumpkin, 1, 14,2015-5-11
7,Bean, 1, 50,2015-5-11
8,Cluster Beans, 1, 20,2015-5-11
9,Red Chilies, 1, 28,2015-5-11
10,Onion, 1, 30,2015-5-11
11,Pallari, 1, 24,2015-5-11
12,Ginger, 1, –,2015-5-11
13,Potato, 1, 24,2015-5-11
14,Radish, 1, 20,2015-5-11
15,Mango, 1, –,2015-5-11
16,Cabbage, 1, 18,2015-5-11
17,Carrot, 1, 28,2015-5-11
18,Beetroot, 1, 18,2015-5-11
19,Soybeans, 1, 90,2015-5-11
20,Drumstick beans, 1, 70,2015-5-11
21,butter beans, 1, –,2015-5-11
22,Banana nut, 1 piece, 4,2015-5-11
23,Banana stem, 1, 10,2015-5-11
24,Banana Flower, 1, 14,2015-5-11
25,Curry leaves, 1, 30,2015-5-11
26,Coriander leaves, 1, 50,2015-5-11
27,Mint, 1, 20,2015-5-11
28,Greens Leaves, 1, 13,2015-5-11
29,Garlic, 1, 190,2015-5-11
30,Button Mushrooms, 1, 180,2015-5-11
31,Papaya, 1, 20,2015-5-11
32,SavSav, 1, 30,2015-5-11
33,Sapotta, 1, 20,2015-5-11
