,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 20,2015-2-21
1,Tomotto ottu, 1, 8,2015-2-21
2,Ladys Finger, 1, 12,2015-2-21
3,Snake Guard, 1, 14,2015-2-21
4,Bitter Gourd, 1, 16,2015-2-21
5,Bottle gourd, 1, 8,2015-2-21
6,Pumpkin, 1, 14,2015-2-21
7,Bean, 1, 18,2015-2-21
8,Cluster Beans, 1, 16,2015-2-21
9,Red Chilies, 1, 16,2015-2-21
10,Onion, 1, 30,2015-2-21
11,Pallari, 1, 26,2015-2-21
12,Ginger, 1, –,2015-2-21
13,Potato, 1, 28,2015-2-21
14,Radish, 1, 12,2015-2-21
15,Mango, 1, –,2015-2-21
16,Cabbage, 1, 18,2015-2-21
17,Carrot, 1, 38,2015-2-21
18,Beetroot, 1, 24,2015-2-21
19,Soybeans, 1, 70,2015-2-21
20,Drumstick beans, 1, 24,2015-2-21
21,butter beans, 1, –,2015-2-21
22,Banana nut, 1 piece, 4,2015-2-21
23,Banana stem, 1, 10,2015-2-21
24,Banana Flower, 1, 10,2015-2-21
25,Curry leaves, 1, 25,2015-2-21
26,Coriander leaves, 1, 20,2015-2-21
27,Mint, 1, 15,2015-2-21
28,Greens Leaves, 1, 12,2015-2-21
29,Garlic, 1, 100-160,2015-2-21
30,Button Mushrooms, 1, 194,2015-2-21
31,Papaya, 1, 20,2015-2-21
32,SavSav, 1, 16,2015-2-21
33,Sapotta, 1, 20,2015-2-21
