,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 32,2015-6-13
1,Tomotto ottu, 1, 26,2015-6-13
2,Ladys Finger, 1, 24,2015-6-13
3,Snake Guard, 1, 26,2015-6-13
4,Bitter Gourd, 1, 30,2015-6-13
5,Bottle gourd, 1, 10,2015-6-13
6,Pumpkin, 1, 16,2015-6-13
7,Bean, 1, 60,2015-6-13
8,Cluster Beans, 1, 22,2015-6-13
9,Red Chilies, 1, 30,2015-6-13
10,Onion, 1, 46,2015-6-13
11,Pallari, 1, 30,2015-6-13
12,Ginger, 1, –,2015-6-13
13,Potato, 1, 20,2015-6-13
14,Radish, 1, 24,2015-6-13
15,Mango, 1, –,2015-6-13
16,Cabbage, 1, 26,2015-6-13
17,Carrot, 1, 40,2015-6-13
18,Beetroot, 1, 40,2015-6-13
19,Soybeans, 1, 100,2015-6-13
20,Drumstick beans, 1, 60,2015-6-13
21,butter beans, 1, –,2015-6-13
22,Banana nut, 1 piece, 4,2015-6-13
23,Banana stem, 1, 12,2015-6-13
24,Banana Flower, 1, 10,2015-6-13
25,Curry leaves, 1, 20,2015-6-13
26,Coriander leaves, 1, 40,2015-6-13
27,Mint, 1, 30,2015-6-13
28,Greens Leaves, 1, 12,2015-6-13
29,Garlic, 1, 100,2015-6-13
30,Button Mushrooms, 1, 200,2015-6-13
31,Papaya, 1, 16,2015-6-13
32,SavSav, 1, 20,2015-6-13
33,Sapotta, 1, 20,2015-6-13
