,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 24,2015-11-7
1,Tomotto ottu / Thakkali Ottu, 1, 50,2015-11-7
2,Lady’s Finger / Venda Kai, 1, 26,2015-11-7
3,Snake Guard / Pudalai, 1, 16,2015-11-7
4,Bitter Gourd / Pakar kai, 1, 30,2015-11-7
5,Bottle gourd / Sura kai, 1, 8,2015-11-7
6,Pumpkin / Pusani kai, 1, 16,2015-11-7
7,Beans / Avarai Kai, 1, 40,2015-11-7
8,Cluster Beans / Kothavarai, 1, 24,2015-11-7
9,Red Chilies / Kundu Milagai, 1, 30,2015-11-7
10,Small Onion / Chinna Vengayam, 1, 48,2015-11-7
11,Big Onion / Pallari, 1, 40,2015-11-7
12,Ginger /  Inji, 1, –,2015-11-7
13,Potato / Urulai Kelangu, 1, 26,2015-11-7
14,Radish / Mulangi, 1, 20,2015-11-7
15,Mango / Maa, 1, –,2015-11-7
16,Cabbage / Mutta Kose, 1, 16,2015-11-7
17,Carrot, 1, 30,2015-11-7
18,Beetroot, 1, 16,2015-11-7
19,Soya Beans, 1, 70,2015-11-7
20,Drumstick Beans / Murungai Beans, 1, 30,2015-11-7
21,Butter beans, 1, –,2015-11-7
22,Banana nut / Vala kai, 1 piece, 4,2015-11-7
23,Banana stem / Vala Thandu, 1, 12,2015-11-7
24,Banana Flower / Vala Poo, 1, 10,2015-11-7
25,Curry leaves / Karu Vepilai, 1, 20,2015-11-7
26,Coriander leaves / Malli Ilai, 1, 30,2015-11-7
27,Mint / Puthina, 1, 25,2015-11-7
28,Greens Leaves / Keerai Kattu, 1, 12,2015-11-7
29,Garlic / Poondu, 1, 100,2015-11-7
30,Button Mushrooms / Button Kaalan, 1, 200,2015-11-7
31,Papaya / Papali, 1, 20,2015-11-7
32,Sav Sav, 1, 16,2015-11-7
33,Sapotta, 1, 20,2015-11-7
