,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 14,2015-4-11
1,Tomotto ottu, 1, 15,2015-4-11
2,Ladys Finger, 1, 28,2015-4-11
3,Snake Guard, 1, 14,2015-4-11
4,Bitter Gourd, 1, 20,2015-4-11
5,Bottle gourd, 1, 6,2015-4-11
6,Pumpkin, 1, 14,2015-4-11
7,Bean, 1, 38,2015-4-11
8,Cluster Beans, 1, 20,2015-4-11
9,Red Chilies, 1, 24,2015-4-11
10,Onion, 1, 20,2015-4-11
11,Pallari, 1, 20,2015-4-11
12,Ginger, 1, –,2015-4-11
13,Potato, 1, 20,2015-4-11
14,Radish, 1, 16,2015-4-11
15,Mango, 1, –,2015-4-11
16,Cabbage, 1, 15,2015-4-11
17,Carrot, 1, 30,2015-4-11
18,Beetroot, 1, 14,2015-4-11
19,Soybeans, 1, 80,2015-4-11
20,Drumstick beans, 1, 44,2015-4-11
21,butter beans, 1, –,2015-4-11
22,Banana nut, 1 piece, 5,2015-4-11
23,Banana stem, 1, 10,2015-4-11
24,Banana Flower, 1, 12,2015-4-11
25,Curry leaves, 1, 30,2015-4-11
26,Coriander leaves, 1, 25,2015-4-11
27,Mint, 1, 15,2015-4-11
28,Greens Leaves, 1, 12,2015-4-11
29,Garlic, 1, 100,2015-4-11
30,Button Mushrooms, 1, 180,2015-4-11
31,Papaya, 1, 20,2015-4-11
32,SavSav, 1, 26,2015-4-11
33,Sapotta, 1, 20,2015-4-11
