,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 56,2014-7-10
1,1,Tomotto ottu, 1, 36,2014-7-10
2,2,LadyFinger, 1, 38,2014-7-10
3,3,SnakeGuard, 1, 26,2014-7-10
4,4,BitterGourd, 1, 44,2014-7-10
5,5,Bottlegourd, 1, 14,2014-7-10
6,6,Pumpkin, 1, 18,2014-7-10
7,7,Bean, 1, 50,2014-7-10
8,8,ClusterBeans, 1, 26,2014-7-10
9,9,Red Chillies, 1, 50,2014-7-10
10,10,Onion, 1, 26,2014-7-10
11,11,Pallari, 1, 34,2014-7-10
12,12,Ginger, 1, 130,2014-7-10
13,13,Potato, 1, 36,2014-7-10
14,14,Radish, 1, 24,2014-7-10
15,15,Mango, 1, 20,2014-7-10
16,16,Cabbage, 1, 28,2014-7-10
17,17,Carrot, 1, 48,2014-7-10
18,18,Beetroot, 1, 40,2014-7-10
19,19,Soybeans, 1, 100,2014-7-10
20,20,Drumstickbeans, 1, 70,2014-7-10
21,21,butterbeans, 1, –,2014-7-10
22,22,Banana nut, 1 piece, 4,2014-7-10
23,23,Banana stem, 1, 8,2014-7-10
24,24,BananaFlower, 1, 6,2014-7-10
25,25,Curry leaves, 1, 20,2014-7-10
26,26,Coriander leaves, 1, 64,2014-7-10
27,27,Mint, 1, 25,2014-7-10
28,28,GreensLeaves, 1, 10,2014-7-10
29,29,Garlic, 1, 70-140,2014-7-10
30,30,ButtonMushrooms, 1, 180,2014-7-10
31,31,Papaya, 1, 24,2014-7-10
32,32,SavSav, 1, 40,2014-7-10
