,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 60,2014-11-4
1,Tomotto ottu, 1, 18,2014-11-4
2,Ladys Finger, 1, 32,2014-11-4
3,Snake Guard, 1, 20,2014-11-4
4,Bitter Gourd, 1, 36,2014-11-4
5,Bottle gourd, 1, 12,2014-11-4
6,Pumpkin, 1, 20,2014-11-4
7,Bean, 1, 60,2014-11-4
8,Cluster Beans, 1, 18,2014-11-4
9,Red Chilies, 1, 36,2014-11-4
10,Onion, 1, 36,2014-11-4
11,Pallari, 1, 25,2014-11-4
12,Ginger, 1, –,2014-11-4
13,Potato, 1, 42,2014-11-4
14,Radish, 1, 20,2014-11-4
15,Mango, 1, –,2014-11-4
16,Cabbage, 1, 20,2014-11-4
17,Carrot, 1, 44,2014-11-4
18,Beetroot, 1, 28,2014-11-4
19,Soybeans, 1, 80,2014-11-4
20,Drumstick beans, 1, 48,2014-11-4
21,butter beans, 1, –,2014-11-4
22,Banana nut, 1 piece, 5,2014-11-4
23,Banana stem, 1, 10,2014-11-4
24,Banana Flower, 1, 10,2014-11-4
25,Curry leaves, 1, 20,2014-11-4
26,Coriander leaves, 1, 55,2014-11-4
27,Mint, 1, 30,2014-11-4
28,Greens Leaves, 1, 10,2014-11-4
29,Garlic, 1, 100-170,2014-11-4
30,Button Mushrooms, 1, 180,2014-11-4
31,Papaya, 1, 16,2014-11-4
32,SavSav, 1, 26,2014-11-4
