,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 36,2014-8-17
1,1,Tomotto ottu, 1, 34,2014-8-17
2,2,Ladys Finger, 1, 30,2014-8-17
3,3,Snake Guard, 1, 20,2014-8-17
4,4,Bitter Gourd, 1, 44,2014-8-17
5,5,Bottle gourd, 1, 16,2014-8-17
6,6,Pumpkin, 1, 18,2014-8-17
7,7,Bean, 1, 36,2014-8-17
8,8,Cluster Beans, 1, 20,2014-8-17
9,9,Red Chilies, 1, 36,2014-8-17
10,10,Onion, 1, 30,2014-8-17
11,11,Pallari, 1, 30,2014-8-17
12,12,Ginger, 1, 140,2014-8-17
13,13,Potato, 1, 40,2014-8-17
14,14,Radish, 1, 14,2014-8-17
15,15,Mango, 1, –,2014-8-17
16,16,Cabbage, 1, 24,2014-8-17
17,17,Carrot, 1, 32,2014-8-17
18,18,Beetroot, 1, 40,2014-8-17
19,19,Soybeans, 1, 60,2014-8-17
20,20,Drumstick beans, 1, 50,2014-8-17
21,21,butter beans, 1, –,2014-8-17
22,22,Banana nut, 1 piece, 4,2014-8-17
23,23,Banana stem, 1, 8,2014-8-17
24,24,Banana Flower, 1, 10,2014-8-17
25,25,Curry leaves, 1, 20,2014-8-17
26,26,Coriander leaves, 1, 40,2014-8-17
27,27,Mint, 1, 50,2014-8-17
28,28,Greens Leaves, 1, 10,2014-8-17
29,29,Garlic, 1, 100-140,2014-8-17
30,30,Button Mushrooms, 1, 200,2014-8-17
31,31,Papaya, 1, 24,2014-8-17
32,32,SavSav, 1, 36,2014-8-17
