,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 30,2014-4-14
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 16,2014-4-14
2,2,LadyFinger/வெண்டைக்காய், 1, 30,2014-4-14
3,3,SnakeGuard/புடலங்காய், 1, 28,2014-4-14
4,4,BitterGourd/பாகற்காய், 1, 34,2014-4-14
5,5,Bottlegourd/சுரைக்காய், 1, 14,2014-4-14
6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-4-14
7,7,Bean/அவரை, 1, 52,2014-4-14
8,8,ClusterBeans/கொத்தவரை, 1, 28,2014-4-14
9,9,Red Chillies/குண்டு மிளகாய், 1, 38,2014-4-14
10,10,Onion/வெங்காயம், 1, 22,2014-4-14
11,11,Pallari/பல்லாரி, 1, 16,2014-4-14
12,12,Ginger/இஞ்சி, 1, 140,2014-4-14
13,13,Potato/உருளைக்கிழங்கு, 1, 30,2014-4-14
14,14,Radish/முள்ளங்கி, 1, 14,2014-4-14
15,15,Mango/மாங்காய், 1, 24,2014-4-14
16,16,Cabbage/முட்டைக்கோஸ், 1, 14,2014-4-14
17,17,Carrot/கேரட், 1, 24,2014-4-14
18,18,Beetroot/பீட்ரூட், 1, 24,2014-4-14
19,19,Soybeans/சோயாபீன்ஸ், 1, 80,2014-4-14
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 60,2014-4-14
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 90,2014-4-14
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-4-14
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-4-14
24,24,BananaFlower/வாழைப்பூ, 1, 06,2014-4-14
25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-4-14
26,26,Coriander leaves/மல்லி இலை, 1, 32,2014-4-14
27,27,Mint/புதினா, 1, 30,2014-4-14
28,28,GreensLeaves/கீரைக்கட்டு, 1, 10,2014-4-14
29,29,Garlic/பூண்டு, 1, 60-120,2014-4-14
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-4-14
31,31,Papaya/ பப்பாளிப்பழம், 1, 26,2014-4-14
32,32,SavSav/ சவ்சவ், 1, 28,2014-4-14
