,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 54,2014-6-27
1,1,Tomotto ottu, 1, 14,2014-6-27
2,2,LadyFinger, 1, 36,2014-6-27
3,3,SnakeGuard, 1, 24,2014-6-27
4,4,BitterGourd, 1, 40,2014-6-27
5,5,Bottlegourd, 1, 14,2014-6-27
6,6,Pumpkin, 1, 20,2014-6-27
7,7,Bean, 1, 64,2014-6-27
8,8,ClusterBeans, 1, 20,2014-6-27
9,9,Red Chillies, 1, 36,2014-6-27
10,10,Onion, 1, 24,2014-6-27
11,11,Pallari, 1, 26,2014-6-27
12,12,Ginger, 1, 120,2014-6-27
13,13,Potato, 1, 30,2014-6-27
14,14,Radish, 1, 24,2014-6-27
15,15,Mango, 1, 14,2014-6-27
16,16,Cabbage, 1, 24,2014-6-27
17,17,Carrot, 1, 38,2014-6-27
18,18,Beetroot, 1, 34,2014-6-27
19,19,Soybeans, 1, 110,2014-6-27
20,20,Drumstickbeans, 1, 70,2014-6-27
21,21,butterbeans, 1, –,2014-6-27
22,22,Banana nut, 1 piece, 4,2014-6-27
23,23,Banana stem, 1, 10,2014-6-27
24,24,BananaFlower, 1, 6,2014-6-27
25,25,Curry leaves, 1, 20,2014-6-27
26,26,Coriander leaves, 1, 50,2014-6-27
27,27,Mint, 1, 30,2014-6-27
28,28,GreensLeaves, 1, 10,2014-6-27
29,29,Garlic, 1, 100-120,2014-6-27
30,30,ButtonMushrooms, 1, 180,2014-6-27
31,31,Papaya, 1, 20,2014-6-27
32,32,SavSav, 1, 36,2014-6-27
