,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 30,2014-5-11
1,1,Tomotto ottu, 1, 14,2014-5-11
2,2,LadyFinger, 1, 24,2014-5-11
3,3,SnakeGuard, 1, 30,2014-5-11
4,4,BitterGourd, 1, 34,2014-5-11
5,5,Bottlegourd, 1, 14,2014-5-11
6,6,Pumpkin, 1, 16,2014-5-11
7,7,Bean, 1, 40,2014-5-11
8,8,ClusterBeans, 1, 14,2014-5-11
9,9,Red Chillies, 1, 70,2014-5-11
10,10,Onion, 1, 24,2014-5-11
11,11,Pallari, 1, 18,2014-5-11
12,12,Ginger, 1, 140,2014-5-11
13,13,Potato, 1, 30,2014-5-11
14,14,Radish, 1, 14,2014-5-11
15,15,Mango, 1, 15,2014-5-11
16,16,Cabbage, 1, 14,2014-5-11
17,17,Carrot, 1, 34,2014-5-11
18,18,Beetroot, 1, 26,2014-5-11
19,19,Soybeans, 1, 110,2014-5-11
20,20,Drumstickbeans, 1, 46,2014-5-11
21,21,butterbeans, 1, –,2014-5-11
22,22,Banana nut, 1 piece, 04,2014-5-11
23,23,Banana stem, 1, 8,2014-5-11
24,24,BananaFlower, 1, 6,2014-5-11
25,25,Curry leaves, 1, 30,2014-5-11
26,26,Coriander leaves, 1, 40,2014-5-11
27,27,Mint, 1, 25,2014-5-11
28,28,GreensLeaves, 1, 10,2014-5-11
29,29,Garlic, 1, 60-100,2014-5-11
30,30,ButtonMushrooms, 1, 180,2014-5-11
31,31,Papaya, 1, 20,2014-5-11
32,32,SavSav, 1, 34,2014-5-11
