,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt / அவரை (பெல்ட்), 1, 32,2013-9-8
1,Avarai Kolee / அவரை (கோலி), 1, 22,2013-9-8
2,Avarai ottu  / அவரை (ஒட்டு), 1, –,2013-9-8
3,Beans / பீன்ஸ், 1, 31,2013-9-8
4,Beetroot / பீட்ரூட், 1, 10,2013-9-8
5,Bellary / பெல்லாரி, 1, 43,2013-9-8
6,C Flower / காளிபிளவர், 1Flower, 13,2013-9-8
7,C Vengayam / சின்னவெங்காயம், 1, 58,2013-9-8
8,Chaw Chaw / சவ்சவ், 1, 23,2013-9-8
9,Kaththari Disco / கத்தரி(டிஸ்கோ), 1, 18,2013-9-8
10,Kaththari Green / கத்தரி(பச்சை), 1, 20,2013-9-8
11,Kothavarai / கொத்தவரை, 1, 11,2013-9-8
12,Milagai Sambar  / மிளகாய்(சாம்பார்), 1, 55,2013-9-8
13,Milagai urundai / மிளகாய்(உருண்டை), 1, 50,2013-9-8
14,Mullaingi / முள்ளங்கி, 1, 5,2013-9-8
15,Murungai chedi / முருங்கை(செடி), 1, 15,2013-9-8
16,Murungai Maram / முருங்கை(மரம்), 1, 12,2013-9-8
17,Nelli / நெல்லி, 1, 26,2013-9-8
18,Pavarkai / பாகற்காய், 1, 19,2013-9-8
19,Perkangkai / பீர்க்கங்காய், 1, 12,2013-9-8
20,Pudalai / புடலங்காய், 1, 8,2013-9-8
21,Red Pusanikkai / சிகப்பு பூசணிக்காய், 1, 7,2013-9-8
22,Sambar Vellari / சாம்பார் வெள்ளரி, 1, 3,2013-9-8
23,Suraikai / சுரைக்காய், 1, 2,2013-9-8
24,Thakkali / தக்காளி, 1, 7,2013-9-8
25,Thatta payaru / தட்டப்பயிறு, 1, 10,2013-9-8
26,Vendai / வெண்டைக்காய், 1, 8,2013-9-8
