,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 42,2016- 8-9
1,Tomotto ottu / Thakkali Ottu, 1, 9,2016- 8-9
2,Lady’s Finger / Venda Kai, 1, 12,2016- 8-9
3,Snake Guard / Pudalai, 1, 16,2016- 8-9
4,Bitter Gourd / Pakar kai, 1, 28,2016- 8-9
5,Bottle gourd / Sura kai, 1, 8,2016- 8-9
6,Pumpkin / Pusani kai, 1, 25,2016- 8-9
7,Beans / Avarai Kai, 1, 36,2016- 8-9
8,Cluster Beans / Kothavarai, 1, 15,2016- 8-9
9,Red Chilies / Kundu Milagai, 1, 50,2016- 8-9
10,Small Onion / Chinna Vengayam, 1, 20,2016- 8-9
11,Big Onion / Pallari, 1, 18,2016- 8-9
12,Ginger / Inji, 1, –,2016- 8-9
13,Potato / Urulai Kelangu, 1, 34,2016- 8-9
14,Radish / Mulangi, 1, 12,2016- 8-9
15,Mango / Maa, 1, –,2016- 8-9
16,Cabbage / Mutta Kose, 1, 26,2016- 8-9
17,Carrot, 1, 50,2016- 8-9
18,Beetroot, 1, 26,2016- 8-9
19,Soya Beans, 1, 90,2016- 8-9
20,Drumstick Beans / Murungai Beans, 1, 30,2016- 8-9
21,Butter beans, 1, –,2016- 8-9
22,Banana nut / Vala kai, 1 piece, 4,2016- 8-9
23,Banana stem / Vala Thandu, 1, 10,2016- 8-9
24,Banana Flower / Vala Poo, 1, 10,2016- 8-9
25,Curry leaves / Karu Vepilai, 1, 20,2016- 8-9
26,Coriander leaves / Malli Ilai, 1, 12,2016- 8-9
27,Mint / Puthina, 1, 20,2016- 8-9
28,Greens Leaves / Keerai Kattu, 1, 12,2016- 8-9
29,Garlic / Poondu, 1, –,2016- 8-9
30,Button Mushrooms / Button Kaalan, 1, 200,2016- 8-9
31,Papaya / Papali, 1, 20,2016- 8-9
32,Sav Sav, 1, 26,2016- 8-9
33,Sapotta, 1, –,2016- 8-9
34,Field bean / Mochai, 1, –,2016- 8-9
