,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 26,2016-5-24
1,Tomotto ottu / Thakkali Ottu, 1, 50,2016-5-24
2,Lady’s Finger / Venda Kai, 1, 45,2016-5-24
3,Snake Guard / Pudalai, 1, 36,2016-5-24
4,Bitter Gourd / Pakar kai, 1, 38,2016-5-24
5,Bottle gourd / Sura kai, 1, 12,2016-5-24
6,Pumpkin / Pusani kai, 1, 20,2016-5-24
7,Beans / Avarai Kai, 1, 90,2016-5-24
8,Cluster Beans / Kothavarai, 1, 24,2016-5-24
9,Red Chilies / Kundu Milagai, 1, 70,2016-5-24
10,Small Onion / Chinna Vengayam, 1, 38,2016-5-24
11,Big Onion / Pallari, 1, 16,2016-5-24
12,Ginger / Inji, 1, –,2016-5-24
13,Potato / Urulai Kelangu, 1, 28,2016-5-24
14,Radish / Mulangi, 1, 26,2016-5-24
15,Mango / Maa, 1, –,2016-5-24
16,Cabbage / Mutta Kose, 1, 34,2016-5-24
17,Carrot, 1, 42,2016-5-24
18,Beetroot, 1, 46,2016-5-24
19,Soya Beans, 1, 110,2016-5-24
20,Drumstick Beans / Murungai Beans, 1, 66,2016-5-24
21,Butter beans, 1, –,2016-5-24
22,Banana nut / Vala kai, 1 piece, 3,2016-5-24
23,Banana stem / Vala Thandu, 1, 10,2016-5-24
24,Banana Flower / Vala Poo, 1, 10,2016-5-24
25,Curry leaves / Karu Vepilai, 1, 30,2016-5-24
26,Coriander leaves / Malli Ilai, 1, 40,2016-5-24
27,Mint / Puthina, 1, 40,2016-5-24
28,Greens Leaves / Keerai Kattu, 1, 12,2016-5-24
29,Garlic / Poondu, 1, –,2016-5-24
30,Button Mushrooms / Button Kaalan, 1, 200,2016-5-24
31,Papaya / Papali, 1, 15,2016-5-24
32,Sav Sav, 1, 36,2016-5-24
33,Sapotta, 1, –,2016-5-24
34,Field bean / Mochai, 1, –,2016-5-24
