,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 28,2016- 8-4
1,Tomotto ottu / Thakkali Ottu, 1, 14,2016- 8-4
2,Lady’s Finger / Venda Kai, 1, 14,2016- 8-4
3,Snake Guard / Pudalai, 1, 18,2016- 8-4
4,Bitter Gourd / Pakar kai, 1, 32,2016- 8-4
5,Bottle gourd / Sura kai, 1, 7,2016- 8-4
6,Pumpkin / Pusani kai, 1, 16,2016- 8-4
7,Beans / Avarai Kai, 1, 36,2016- 8-4
8,Cluster Beans / Kothavarai, 1, 14,2016- 8-4
9,Red Chilies / Kundu Milagai, 1, 55,2016- 8-4
10,Small Onion / Chinna Vengayam, 1, 20,2016- 8-4
11,Big Onion / Pallari, 1, 18,2016- 8-4
12,Ginger / Inji, 1, –,2016- 8-4
13,Potato / Urulai Kelangu, 1, 35,2016- 8-4
14,Radish / Mulangi, 1, 14,2016- 8-4
15,Mango / Maa, 1, –,2016- 8-4
16,Cabbage / Mutta Kose, 1, 30,2016- 8-4
17,Carrot, 1, 44,2016- 8-4
18,Beetroot, 1, 32,2016- 8-4
19,Soya Beans, 1, 90,2016- 8-4
20,Drumstick Beans / Murungai Beans, 1, 30,2016- 8-4
21,Butter beans, 1, –,2016- 8-4
22,Banana nut / Vala kai, 1 piece, 4,2016- 8-4
23,Banana stem / Vala Thandu, 1, 10,2016- 8-4
24,Banana Flower / Vala Poo, 1, 10,2016- 8-4
25,Curry leaves / Karu Vepilai, 1, 20,2016- 8-4
26,Coriander leaves / Malli Ilai, 1, 10,2016- 8-4
27,Mint / Puthina, 1, 25,2016- 8-4
28,Greens Leaves / Keerai Kattu, 1, 10,2016- 8-4
29,Garlic / Poondu, 1, –,2016- 8-4
30,Button Mushrooms / Button Kaalan, 1, 200,2016- 8-4
31,Papaya / Papali, 1, 20,2016- 8-4
32,Sav Sav, 1, 26,2016- 8-4
33,Sapotta, 1, –,2016- 8-4
34,Field bean / Mochai, 1, –,2016- 8-4
