,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 60,2016-2-23
1,Tomotto ottu / Thakkali Ottu, 1, 5,2016-2-23
2,Lady’s Finger / Venda Kai, 1, 26,2016-2-23
3,Snake Guard / Pudalai, 1, 18,2016-2-23
4,Bitter Gourd / Pakar kai, 1, 24,2016-2-23
5,Bottle gourd / Sura kai, 1, 8,2016-2-23
6,Pumpkin / Pusani kai, 1, 16,2016-2-23
7,Beans / Avarai Kai, 1, 30,2016-2-23
8,Cluster Beans / Kothavarai, 1, 24,2016-2-23
9,Red Chilies / Kundu Milagai, 1, 34,2016-2-23
10,Small Onion / Chinna Vengayam, 1, 24,2016-2-23
11,Big Onion / Pallari, 1, 18,2016-2-23
12,Ginger / Inji, 1, –,2016-2-23
13,Potato / Urulai Kelangu, 1, 24,2016-2-23
14,Radish / Mulangi, 1, 8,2016-2-23
15,Mango / Maa, 1, –,2016-2-23
16,Cabbage / Mutta Kose, 1, 16,2016-2-23
17,Carrot, 1, 40,2016-2-23
18,Beetroot, 1, 30,2016-2-23
19,Soya Beans, 1, 120,2016-2-23
20,Drumstick Beans / Murungai Beans, 1, 50,2016-2-23
21,Butter beans, 1, –,2016-2-23
22,Banana nut / Vala kai, 1 piece, 4,2016-2-23
23,Banana stem / Vala Thandu, 1, 10,2016-2-23
24,Banana Flower / Vala Poo, 1, 8,2016-2-23
25,Curry leaves / Karu Vepilai, 1, 30,2016-2-23
26,Coriander leaves / Malli Ilai, 1, 10,2016-2-23
27,Mint / Puthina, 1, 20,2016-2-23
28,Greens Leaves / Keerai Kattu, 1, 12,2016-2-23
29,Garlic / Poondu, 1, –,2016-2-23
30,Button Mushrooms / Button Kaalan, 1, 180,2016-2-23
31,Papaya / Papali, 1, 18,2016-2-23
32,Sav Sav, 1, 30,2016-2-23
33,Sapotta, 1, 20,2016-2-23
34,Field bean / Mochai, 1, 40,2016-2-23
