,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 26,2016- 5-7
1,Tomotto ottu / Thakkali Ottu, 1, 34,2016- 5-7
2,Lady’s Finger / Venda Kai, 1, 34,2016- 5-7
3,Snake Guard / Pudalai, 1, 26,2016- 5-7
4,Bitter Gourd / Pakar kai, 1, 30,2016- 5-7
5,Bottle gourd / Sura kai, 1, 10,2016- 5-7
6,Pumpkin / Pusani kai, 1, 14,2016- 5-7
7,Beans / Avarai Kai, 1, 50,2016- 5-7
8,Cluster Beans / Kothavarai, 1, 16,2016- 5-7
9,Red Chilies / Kundu Milagai, 1, 50,2016- 5-7
10,Small Onion / Chinna Vengayam, 1, 30,2016- 5-7
11,Big Onion / Pallari, 1, 16,2016- 5-7
12,Ginger / Inji, 1, –,2016- 5-7
13,Potato / Urulai Kelangu, 1, 28,2016- 5-7
14,Radish / Mulangi, 1, 20,2016- 5-7
15,Mango / Maa, 1, –,2016- 5-7
16,Cabbage / Mutta Kose, 1, 20,2016- 5-7
17,Carrot, 1, 40,2016- 5-7
18,Beetroot, 1, 30,2016- 5-7
19,Soya Beans, 1, 100,2016- 5-7
20,Drumstick Beans / Murungai Beans, 1, 64,2016- 5-7
21,Butter beans, 1, –,2016- 5-7
22,Banana nut / Vala kai, 1 piece, 3,2016- 5-7
23,Banana stem / Vala Thandu, 1, 8,2016- 5-7
24,Banana Flower / Vala Poo, 1, 10,2016- 5-7
25,Curry leaves / Karu Vepilai, 1, 30,2016- 5-7
26,Coriander leaves / Malli Ilai, 1, 36,2016- 5-7
27,Mint / Puthina, 1, 40,2016- 5-7
28,Greens Leaves / Keerai Kattu, 1, 10,2016- 5-7
29,Garlic / Poondu, 1, –,2016- 5-7
30,Button Mushrooms / Button Kaalan, 1, 200,2016- 5-7
31,Papaya / Papali, 1, 18,2016- 5-7
32,Sav Sav, 1, 30,2016- 5-7
33,Sapotta, 1, –,2016- 5-7
34,Field bean / Mochai, 1, –,2016- 5-7
