,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 40,2016-7-14
1,Tomotto ottu / Thakkali Ottu, 1, 24,2016-7-14
2,Lady’s Finger / Venda Kai, 1, 16,2016-7-14
3,Snake Guard / Pudalai, 1, 16,2016-7-14
4,Bitter Gourd / Pakar kai, 1, 32,2016-7-14
5,Bottle gourd / Sura kai, 1, 8,2016-7-14
6,Pumpkin / Pusani kai, 1, 16,2016-7-14
7,Beans / Avarai Kai, 1, 60,2016-7-14
8,Cluster Beans / Kothavarai, 1, 20,2016-7-14
9,Red Chilies / Kundu Milagai, 1, 40,2016-7-14
10,Small Onion / Chinna Vengayam, 1, 25,2016-7-14
11,Big Onion / Pallari, 1, 20,2016-7-14
12,Ginger / Inji, 1, –,2016-7-14
13,Potato / Urulai Kelangu, 1, 30,2016-7-14
14,Radish / Mulangi, 1, 20,2016-7-14
15,Mango / Maa, 1, –,2016-7-14
16,Cabbage / Mutta Kose, 1, 34,2016-7-14
17,Carrot, 1, 46,2016-7-14
18,Beetroot, 1, 40,2016-7-14
19,Soya Beans, 1, 120,2016-7-14
20,Drumstick Beans / Murungai Beans, 1, 66,2016-7-14
21,Butter beans, 1, –,2016-7-14
22,Banana nut / Vala kai, 1 piece, 4,2016-7-14
23,Banana stem / Vala Thandu, 1, 10,2016-7-14
24,Banana Flower / Vala Poo, 1, 10,2016-7-14
25,Curry leaves / Karu Vepilai, 1, 20,2016-7-14
26,Coriander leaves / Malli Ilai, 1, 12,2016-7-14
27,Mint / Puthina, 1, 25,2016-7-14
28,Greens Leaves / Keerai Kattu, 1, 12,2016-7-14
29,Garlic / Poondu, 1, –,2016-7-14
30,Button Mushrooms / Button Kaalan, 1, 200,2016-7-14
31,Papaya / Papali, 1, 20,2016-7-14
32,Sav Sav, 1, 24,2016-7-14
33,Sapotta, 1, –,2016-7-14
34,Field bean / Mochai, 1, –,2016-7-14
