Commodity, Weight in Kg, Price in Rs
Brinjal / Kathari, 1, 42
Tomotto ottu / Thakkali Ottu, 1, 25
Lady’s Finger / Venda Kai, 1, 20
Snake Guard / Pudalai, 1, 18
Bitter Gourd / Pakar kai, 1, 44
Bottle gourd / Sura kai, 1, 8
Pumpkin / Pusani kai, 1, 20
Beans / Avarai Kai, 1, 60
Cluster Beans / Kothavarai, 1, 24
Red Chilies / Kundu Milagai, 1, 30
Small Onion / Chinna Vengayam, 1, 35
Big Onion / Pallari, 1, 20
Ginger / Inji, 1, –
Potato / Urulai Kelangu, 1, 30
Radish / Mulangi, 1, 24
Mango / Maa, 1, –
Cabbage / Mutta Kose, 1, 34
Carrot, 1, 46
Beetroot, 1, 40
Soya Beans, 1, 110
Drumstick Beans / Murungai Beans, 1, 75
Butter beans, 1, –
Banana nut / Vala kai, 1 piece, 3
Banana stem / Vala Thandu, 1, 10
Banana Flower / Vala Poo, 1, 12
Curry leaves / Karu Vepilai, 1, 25
Coriander leaves / Malli Ilai, 1, 15
Mint / Puthina, 1, 25
Greens Leaves / Keerai Kattu, 1, 12
Garlic / Poondu, 1, –
Button Mushrooms / Button Kaalan, 1, 200
Papaya / Papali, 1, 18
Sav Sav, 1, 26
Sapotta, 1, –
Field bean / Mochai, 1, –
