,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 44,2016-9-19
1,Tomotto ottu / Thakkali Ottu, 1, 12,2016-9-19
2,Lady’s Finger / Venda Kai, 1, 12,2016-9-19
3,Snake Guard / Pudalai, 1, 20,2016-9-19
4,Bitter Gourd / Pakar kai, 1, 24,2016-9-19
5,Bottle gourd / Sura kai, 1, 8,2016-9-19
6,Pumpkin / Pusani kai, 1, 25,2016-9-19
7,Beans / Avarai Kai, 1, 40,2016-9-19
8,Cluster Beans / Kothavarai, 1, 18,2016-9-19
9,Red Chilies / Kundu Milagai, 1, 36,2016-9-19
10,Small Onion / Chinna Vengayam, 1, 22,2016-9-19
11,Big Onion / Pallari, 1, 18,2016-9-19
12,Ginger / Inji, 1, –,2016-9-19
13,Potato / Urulai Kelangu, 1, 32,2016-9-19
14,Radish / Mulangi, 1, 16,2016-9-19
15,Mango / Maa, 1, –,2016-9-19
16,Cabbage / Mutta Kose, 1, 20,2016-9-19
17,Carrot, 1, 40,2016-9-19
18,Beetroot, 1, 26,2016-9-19
19,Soya Beans, 1, 76,2016-9-19
20,Drumstick Beans / Murungai Beans, 1, 40,2016-9-19
21,Butter beans, 1, –,2016-9-19
22,Banana nut / Vala kai, 1 piece, 4,2016-9-19
23,Banana stem / Vala Thandu, 1, 10,2016-9-19
24,Banana Flower / Vala Poo, 1, 10,2016-9-19
25,Curry leaves / Karu Vepilai, 1, 20,2016-9-19
26,Coriander leaves / Malli Ilai, 1, 20,2016-9-19
27,Mint / Puthina, 1, 20,2016-9-19
28,Greens Leaves / Keerai Kattu, 1, 12,2016-9-19
29,Garlic / Poondu, 1, –,2016-9-19
30,Button Mushrooms / Button Kaalan, 1, –,2016-9-19
31,Papaya / Papali, 1, 25,2016-9-19
32,Sav Sav, 1, 24,2016-9-19
33,Sapotta, 1, –,2016-9-19
34,Puli / Tamarind, 1, 80,2016-9-19
