,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 40,2014-10-13
1,Avarai Kolee, 1, 14,2014-10-13
2,Avarai ottu, 1, –,2014-10-13
3,Beans, 1, 38,2014-10-13
4,Beetroot, 1, 8,2014-10-13
5,Bellary, 1, 20,2014-10-13
6,C Flower, 1 Flower, 12,2014-10-13
7,C Vengayam, 1, 15,2014-10-13
8,Chaw Chaw, 1, 25,2014-10-13
9,Kaththari Disco, 1, 8,2014-10-13
10,Kaththari Green, 1, 8,2014-10-13
11,Kothavarai, 1, 15,2014-10-13
12,Milagai Samba, 1, 25,2014-10-13
13,Milagai urundai, 1, 35,2014-10-13
14,Mullaingi, 1, 8,2014-10-13
15,Murungai chedi, 1, 15,2014-10-13
16,Murungai Maram, 1, 13,2014-10-13
17,Nelli, 1, 30,2014-10-13
18,Pavarkai, 1, 26,2014-10-13
19,Perkangkai, 1, 25,2014-10-13
20,Pudalai, 1, 10,2014-10-13
21,Red Pusanikkai, 1, 7,2014-10-13
22,Sambar Vellari, 1, 8,2014-10-13
23,Suraikai, 1, 1,2014-10-13
24,Thakkali, 1, 5,2014-10-13
25,Thatta payaru, 1, 30,2014-10-13
26,Vendai, 1, 7,2014-10-13
