,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 56,2014-7-22
1,Avarai Kolee, 1, 35,2014-7-22
2,Avarai ottu, 1, –,2014-7-22
3,Beans, 1, 45,2014-7-22
4,Beetroot, 1, 25,2014-7-22
5,Bellary, 1, 35,2014-7-22
6,C Flower, 1Flower, 15,2014-7-22
7,C Vengayam, 1, 26,2014-7-22
8,Chaw Chaw, 1, 23,2014-7-22
9,Kaththari Disco, 1, 25,2014-7-22
10,Kaththari Green, 1, 25,2014-7-22
11,Kothavarai, 1, 21,2014-7-22
12,Milagai Sambar, 1, 25,2014-7-22
13,Milagai urundai, 1, 42,2014-7-22
14,Mullaingi, 1, 6,2014-7-22
15,Murungai chedi, 1, 27,2014-7-22
16,Murungai Maram, 1, 20,2014-7-22
17,Nelli, 1, 34,2014-7-22
18,Pavarkai, 1, 32,2014-7-22
19,Perkangkai, 1, 28,2014-7-22
20,Pudalai, 1, 18,2014-7-22
21,Red Pusanikkai, 1, 11,2014-7-22
22,Sambar Vellari, 1, 5,2014-7-22
23,Suraikai, 1, 8,2014-7-22
24,Thakkali, 1, 46,2014-7-22
25,Thatta payaru, 1, 14,2014-7-22
26,Vendai, 1, 25,2014-7-22
