,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 30,2014-4-25
1,Avarai Kolee, 1, 46,2014-4-25
2,Avarai ottu, 1, –,2014-4-25
3,Beans, 1, 35,2014-4-25
4,Beetroot, 1, 10,2014-4-25
5,Bellary, 1, 13,2014-4-25
6,C Flower, 1Flower, 11,2014-4-25
7,C Vengayam, 1, 20,2014-4-25
8,Chaw Chaw, 1, 25,2014-4-25
9,Kaththari Disco, 1, 15,2014-4-25
10,Kaththari Green, 1, 15,2014-4-25
11,Kothavarai, 1, 20,2014-4-25
12,Milagai Sambar, 1, 18,2014-4-25
13,Milagai urundai, 1, 35,2014-4-25
14,Mullaingi, 1, 6,2014-4-25
15,Murungai chedi, 1, 20,2014-4-25
16,Murungai Maram, 1, 7,2014-4-25
17,Nelli, 1, 28,2014-4-25
18,Pavarkai, 1, 22,2014-4-25
19,Perkangkai, 1, 20,2014-4-25
20,Pudalai, 1, 11,2014-4-25
21,Red Pusanikkai, 1, 3.50,2014-4-25
22,Sambar Vellari, 1, 06,2014-4-25
23,Suraikai, 1, 10,2014-4-25
24,Thakkali, 1, 07,2014-4-25
25,Thatta payaru, 1, 20,2014-4-25
26,Vendai, 1, 15,2014-4-25
