,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 56,2014-7-23
1,Avarai Kolee, 1, 35,2014-7-23
2,Avarai ottu, 1, –,2014-7-23
3,Beans, 1, 45,2014-7-23
4,Beetroot, 1, 25,2014-7-23
5,Bellary, 1, 35,2014-7-23
6,C Flower, 1Flower, 15,2014-7-23
7,C Vengayam, 1, 26,2014-7-23
8,Chaw Chaw, 1, 23,2014-7-23
9,Kaththari Disco, 1, 25,2014-7-23
10,Kaththari Green, 1, 25,2014-7-23
11,Kothavarai, 1, 21,2014-7-23
12,Milagai Sambar, 1, 25,2014-7-23
13,Milagai urundai, 1, 42,2014-7-23
14,Mullaingi, 1, 6,2014-7-23
15,Murungai chedi, 1, 27,2014-7-23
16,Murungai Maram, 1, 20,2014-7-23
17,Nelli, 1, 34,2014-7-23
18,Pavarkai, 1, 32,2014-7-23
19,Perkangkai, 1, 28,2014-7-23
20,Pudalai, 1, 18,2014-7-23
21,Red Pusanikkai, 1, 11,2014-7-23
22,Sambar Vellari, 1, 5,2014-7-23
23,Suraikai, 1, 8,2014-7-23
24,Thakkali, 1, 46,2014-7-23
25,Thatta payaru, 1, 14,2014-7-23
26,Vendai, 1, 25,2014-7-23
