,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 50,2014-9-2
1,Avarai Kolee, 1, 16,2014-9-2
2,Avarai ottu, 1, –,2014-9-2
3,Beans, 1, 40,2014-9-2
4,Beetroot, 1, 20,2014-9-2
5,Bellary, 1, 45,2014-9-2
6,C Flower, 1Flower, 13,2014-9-2
7,C Vengayam, 1, 33,2014-9-2
8,Chaw Chaw, 1, 20,2014-9-2
9,Kaththari Disco, 1, 7,2014-9-2
10,Kaththari Green, 1, 7,2014-9-2
11,Kothavarai, 1, 13,2014-9-2
12,Milagai Sambar, 1, 38,2014-9-2
13,Milagai urundai, 1, 38,2014-9-2
14,Mullaingi, 1, 8,2014-9-2
15,Murungai chedi, 1, 14,2014-9-2
16,Murungai Maram, 1, 11,2014-9-2
17,Nelli, 1, 32,2014-9-2
18,Pavarkai, 1, 30,2014-9-2
19,Perkangkai, 1, 18,2014-9-2
20,Pudalai, 1, 10,2014-9-2
21,Red Pusanikkai, 1, 10,2014-9-2
22,Sambar Vellari, 1, 3,2014-9-2
23,Suraikai, 1, 4,2014-9-2
24,Thakkali, 1, 25,2014-9-2
25,Thatta payaru, 1, 16,2014-9-2
26,Vendai, 1, 13,2014-9-2
