,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt / அவரை (பெல்ட்), 1, 12,2014-3-7
1,Avarai Kolee / அவரை (கோலி), 1, 16,2014-3-7
2,Avarai ottu  / அவரை (ஒட்டு), 1, –,2014-3-7
3,Beans / பீன்ஸ், 1, 20,2014-3-7
4,Beetroot / பீட்ரூட், 1, 08,2014-3-7
5,Bellary / பெல்லாரி, 1, 09,2014-3-7
6,C Flower / காளிபிளவர், 1Flower, 09,2014-3-7
7,C Vengayam / சின்னவெங்காயம், 1, 20,2014-3-7
8,Chaw Chaw / சவ்சவ், 1, 10,2014-3-7
9,Kaththari Disco / கத்தரி(டிஸ்கோ), 1, 20,2014-3-7
10,Kaththari Green / கத்தரி(பச்சை), 1, 10,2014-3-7
11,Kothavarai / கொத்தவரை, 1, 25,2014-3-7
12,Milagai Sambar  / மிளகாய்(சாம்பார்), 1, 09,2014-3-7
13,Milagai urundai / மிளகாய்(உருண்டை), 1, 19,2014-3-7
14,Mullaingi / முள்ளங்கி, 1, 05,2014-3-7
15,Murungai chedi / முருங்கை(செடி), 1, 20,2014-3-7
16,Murungai Maram / முருங்கை(மரம்), 1, 18,2014-3-7
17,Nelli / நெல்லி, 1, 25,2014-3-7
18,Pavarkai / பாகற்காய், 1, 22,2014-3-7
19,Perkangkai / பீர்க்கங்காய், 1, 20,2014-3-7
20,Pudalai / புடலங்காய், 1, 10,2014-3-7
21,Red Pusanikkai / சிகப்பு பூசணிக்காய், 1, 03,2014-3-7
22,Sambar Vellari / சாம்பார் வெள்ளரி, 1, 12,2014-3-7
23,Suraikai / சுரைக்காய், 1, 06,2014-3-7
24,Thakkali / தக்காளி, 1, 2.50,2014-3-7
25,Thatta payaru / தட்டப்பயிறு, 1, 20,2014-3-7
26,Vendai / வெண்டைக்காய், 1, 18,2014-3-7
