,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 40,2014-10-22
1,Avarai Kolee, 1, 14,2014-10-22
2,Avarai ottu, 1, –,2014-10-22
3,Beans, 1, 38,2014-10-22
4,Beetroot, 1, 8,2014-10-22
5,Bellary, 1, 20,2014-10-22
6,C Flower, 1 Flower, 12,2014-10-22
7,C Vengayam, 1, 15,2014-10-22
8,Chaw Chaw, 1, 25,2014-10-22
9,Kaththari Disco, 1, 8,2014-10-22
10,Kaththari Green, 1, 8,2014-10-22
11,Kothavarai, 1, 15,2014-10-22
12,Milagai Samba, 1, 25,2014-10-22
13,Milagai urundai, 1, 35,2014-10-22
14,Mullaingi, 1, 8,2014-10-22
15,Murungai chedi, 1, 15,2014-10-22
16,Murungai Maram, 1, 13,2014-10-22
17,Nelli, 1, 30,2014-10-22
18,Pavarkai, 1, 26,2014-10-22
19,Perkangkai, 1, 25,2014-10-22
20,Pudalai, 1, 10,2014-10-22
21,Red Pusanikkai, 1, 7,2014-10-22
22,Sambar Vellari, 1, 8,2014-10-22
23,Suraikai, 1, 1,2014-10-22
24,Thakkali, 1, 5,2014-10-22
25,Thatta payaru, 1, 30,2014-10-22
26,Vendai, 1, 7,2014-10-22
