,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Avarai Belt, 1, 63,2014-6-12
1,1,1,1,Avarai Kolee, 1, 35,2014-6-12
2,2,2,2,Avarai ottu, 1, –,2014-6-12
3,3,3,3,Beans, 1, 43,2014-6-12
4,4,4,4,Beetroot, 1, 17,2014-6-12
5,5,5,5,Bellary, 1, 24,2014-6-12
6,6,6,6,C Flower, 1Flower, 5,2014-6-12
7,7,7,7,C Vengayam, 1, 28,2014-6-12
8,8,8,8,Chaw Chaw, 1, 25,2014-6-12
9,9,9,9,Kaththari Disco, 1, 10,2014-6-12
10,10,10,10,Kaththari Green, 1, 5,2014-6-12
11,11,11,11,Kothavarai, 1, 9,2014-6-12
12,12,12,12,Milagai Sambar, 1, 8,2014-6-12
13,13,13,13,Milagai urundai, 1, 18,2014-6-12
14,14,14,14,Mullaingi, 1, 10,2014-6-12
15,15,15,15,Murungai chedi, 1, 65,2014-6-12
16,16,16,16,Murungai Maram, 1, 50,2014-6-12
17,17,17,17,Nelli, 1, 28,2014-6-12
18,18,18,18,Pavarkai, 1, 22,2014-6-12
19,19,19,19,Perkangkai, 1, 20,2014-6-12
20,20,20,20,Pudalai, 1, 16,2014-6-12
21,21,21,21,Red Pusanikkai, 1, 7.50,2014-6-12
22,22,22,22,Sambar Vellari, 1, 05,2014-6-12
23,23,23,23,Suraikai, 1, 5,2014-6-12
24,24,24,24,Thakkali, 1, 10,2014-6-12
25,25,25,25,Thatta payaru, 1, 16,2014-6-12
26,26,26,26,Vendai, 1, 18,2014-6-12
