,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,Avarai Belt, 1, 56,2014- 8-5
1,1,1,1,Avarai Kolee, 1, 18,2014- 8-5
2,2,2,2,Avarai ottu, 1, –,2014- 8-5
3,3,3,3,Beans, 1, 48,2014- 8-5
4,4,4,4,Beetroot, 1, 26,2014- 8-5
5,5,5,5,Bellary, 1, 48,2014- 8-5
6,6,6,6,C Flower, 1Flower, 14,2014- 8-5
7,7,7,7,C Vengayam, 1, 33,2014- 8-5
8,8,8,8,Chaw Chaw, 1, 20,2014- 8-5
9,9,9,9,Kaththari Disco, 1, 10,2014- 8-5
10,10,10,10,Kaththari Green, 1, 10,2014- 8-5
11,11,11,11,Kothavarai, 1, 15,2014- 8-5
12,12,12,12,Milagai Sambar, 1, 40,2014- 8-5
13,13,13,13,Milagai urundai, 1, 40,2014- 8-5
14,14,14,14,Mullaingi, 1, 10,2014- 8-5
15,15,15,15,Murungai chedi, 1, 16,2014- 8-5
16,16,16,16,Murungai Maram, 1, 13,2014- 8-5
17,17,17,17,Nelli, 1, 32,2014- 8-5
18,18,18,18,Pavarkai, 1, 33,2014- 8-5
19,19,19,19,Perkangkai, 1, 18,2014- 8-5
20,20,20,20,Pudalai, 1, 13,2014- 8-5
21,21,21,21,Red Pusanikkai, 1, 11,2014- 8-5
22,22,22,22,Sambar Vellari, 1, 3,2014- 8-5
23,23,23,23,Suraikai, 1, 5,2014- 8-5
24,24,24,24,Thakkali, 1, 36,2014- 8-5
25,25,25,25,Thatta payaru, 1, 18,2014- 8-5
26,26,26,26,Vendai, 1, 15,2014- 8-5
