,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 50,2014-11-23
1,Avarai Kolee, 1, 40,2014-11-23
2,Avarai ottu, 1, –,2014-11-23
3,Beans, 1, 22,2014-11-23
4,Beetroot, 1, 12,2014-11-23
5,Bellary, 1, 21,2014-11-23
6,C Flower, 1 Flower, 13,2014-11-23
7,C Vengayam, 1, 30,2014-11-23
8,Chaw Chaw, 1, 23,2014-11-23
9,Kaththari Disco, 1, 30,2014-11-23
10,Kaththari Green, 1, 30,2014-11-23
11,Kothavarai, 1, 19,2014-11-23
12,Milagai Samba, 1, 24,2014-11-23
13,Milagai urundai, 1, 21,2014-11-23
14,Mullaingi, 1, 8,2014-11-23
15,Murungai chedi, 1, 40,2014-11-23
16,Murungai Maram, 1, 30,2014-11-23
17,Nelli, 1, 12,2014-11-23
18,Pavarkai, 1, 24,2014-11-23
19,Perkangkai, 1, 20,2014-11-23
20,Pudalai, 1, 25,2014-11-23
21,Red Pusanikkai, 1, 3,2014-11-23
22,Sambar Vellari, 1, 5,2014-11-23
23,Suraikai, 1, 3,2014-11-23
24,Thakkali, 1, 13,2014-11-23
25,Thatta payaru, 1, 35,2014-11-23
26,Vendai, 1, 9,2014-11-23
