,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Belt Beans / Avarai Belt, 1, 30,2016-2-12
1,1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-2-12
2,2,2,Avarai ottu, 1, –,2016-2-12
3,3,3,Beans, 1, 50,2016-2-12
4,4,4,Beetroot, 1, 5,2016-2-12
5,5,5,Bellary / Big Onion, 1, 30,2016-2-12
6,6,6,Cauliflower, 1 Flower, 14,2016-2-12
7,7,7,Small Onion / Chinna Vengayam, 1, 15,2016-2-12
8,8,8,Chaw Chaw, 1, 18,2016-2-12
9,9,9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016-2-12
10,10,10,Green Brinjal / Kaththari Kai Pachai, 1, 10,2016-2-12
11,11,11,Cluster Beans / Kothavarai, 1, 15,2016-2-12
12,12,12,Samba Chilli / Milagai Samba, 1, 28,2016-2-12
13,13,13,Round Chilli / Milagai Urundai, 1, 30,2016-2-12
14,14,14,Radish / Mullangi, 1, 8,2016-2-12
15,15,15,Drumstick / Murungai Chedi, 1, 100,2016-2-12
16,16,16,Drumstick / Murungai Maram, 1, 100,2016-2-12
17,17,17,Nelli Kai, 1, 25,2016-2-12
18,18,18,Bitter Gourd / Pakar kai, 1, –,2016-2-12
19,19,19,Perkangkai, 1, 10,2016-2-12
20,20,20,Snake Guard / Pudalai, 1, 15,2016-2-12
21,21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-2-12
22,22,22,Sambar Vellari, 1, 10,2016-2-12
23,23,23,Bottle gourd / Suraikai, 1, 5,2016-2-12
24,24,24,Tomato / Thakkali, 1, 4,2016-2-12
25,25,25,Thatta payaru, 1, 30,2016-2-12
26,26,26,Lady’s Finger / Venda Kai, 1, 12,2016-2-12
27,27,27,Lemon / Elumbichai, 1, 70,2016-2-12
