Commodity, Weight in Kg, Price in Rs
Belt Beans / Avarai Belt, 1, 30
Beans Kolee / Avarai Kolee, 1, 30
Avarai ottu, 1, –
Beans, 1, 50
Beetroot, 1, 5
Bellary / Big Onion, 1, 25
Cauliflower, 1 Flower, 15
Small Onion / Chinna Vengayam, 1, 20
Chaw Chaw, 1, 20
Disco Brinjal / Kaththari kai Disco, 1, 8
Green Brinjal / Kaththari Kai Pachai, 1, 10
Cluster Beans / Kothavarai, 1, 15
Samba Chilli / Milagai Samba, 1, 28
Round Chilli / Milagai Urundai, 1, 30
Radish / Mullangi, 1, 7
Drumstick / Murungai Chedi, 1, 100
Drumstick / Murungai Maram, 1, 100
Nelli Kai, 1, 25
Bitter Gourd / Pakar kai, 1, –
Perkangkai, 1, 12
Snake Guard / Pudalai, 1, 13
Red Pumpkin / Red Pusanikkai, 1, 5
Sambar Vellari, 1, 12
Bottle gourd / Suraikai, 1, 5
Tomato / Thakkali, 1, 4
Thatta payaru, 1, 30
Lady’s Finger / Venda Kai, 1, 15
Lemon / Elumbichai, 1, 60
