,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Belt Beans / Avarai Belt, 1, 30,2016-5-31
1,1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-5-31
2,2,2,Avarai ottu, 1, –,2016-5-31
3,3,3,Beans, 1, 30,2016-5-31
4,4,4,Beetroot, 1, 6,2016-5-31
5,5,5,Bellary / Big Onion, 1, 20,2016-5-31
6,6,6,Cauliflower, 1 Flower, 15,2016-5-31
7,7,7,Small Onion / Chinna Vengayam, 1, 30,2016-5-31
8,8,8,Chaw Chaw, 1, 25,2016-5-31
9,9,9,Disco Brinjal / Kaththari kai Disco, 1, 30,2016-5-31
10,10,10,Green Brinjal / Kaththari Kai Pachai, 1, 30,2016-5-31
11,11,11,Cluster Beans / Kothavarai, 1, 23,2016-5-31
12,12,12,Samba Chilli / Milagai Samba, 1, 28,2016-5-31
13,13,13,Round Chilli / Milagai Urundai, 1, 28,2016-5-31
14,14,14,Radish / Mullangi, 1, 7,2016-5-31
15,15,15,Drumstick / Murungai Chedi, 1, 27,2016-5-31
16,16,16,Drumstick / Murungai Maram, 1, 25,2016-5-31
17,17,17,Nelli Kai, 1, 25,2016-5-31
18,18,18,Bitter Gourd / Pakar kai, 1, –,2016-5-31
19,19,19,Perkangkai, 1, 18,2016-5-31
20,20,20,Snake Guard / Pudalai, 1, 10,2016-5-31
21,21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-5-31
22,22,22,Sambar Vellari, 1, 11,2016-5-31
23,23,23,Bottle gourd / Suraikai, 1, 5,2016-5-31
24,24,24,Tomato / Thakkali, 1, 30,2016-5-31
25,25,25,Thatta payaru, 1, 35,2016-5-31
26,26,26,Lady’s Finger / Venda Kai, 1, 10,2016-5-31
27,27,27,Lemon / Elumbichai, 1, 100,2016-5-31
