Commodity, Weight in Kg, Price in Rs
Belt Beans / Avarai Belt, 1, 22
Beans Kolee / Avarai Kolee, 1, 22
Avarai ottu, 1, –
Beans, 1, 30
Beetroot, 1, 8
Bellary / Big Onion, 1, 15
Cauliflower, 1 Flower, 15
Small Onion / Chinna Vengayam, 1, 24
Chaw Chaw, 1, 25
Disco Brinjal / Kaththari kai Disco, 1, 20
Green Brinjal / Kaththari Kai Pachai, 1, 20
Cluster Beans / Kothavarai, 1, 15
Samba Chilli / Milagai Samba, 1, 28
Round Chilli / Milagai Urundai, 1, 28
Radish / Mullangi, 1, 10
Drumstick / Murungai Chedi, 1, 20
Drumstick / Murungai Maram, 1, 15
Nelli Kai, 1, 27
Bitter Gourd / Pakar kai, 1, –
Perkangkai, 1, 22
Snake Guard / Pudalai, 1, 12
Red Pumpkin / Red Pusanikkai, 1, 5
Sambar Vellari, 1, 5
Bottle gourd / Suraikai, 1, 7
Tomato / Thakkali, 1, 6
Thatta payaru, 1, 17
Lady’s Finger / Venda Kai, 1, 30
Lemon / Elumbichai, 1, 140
